OTU,OTU.code,kingdom,phylum,class,order,family,genus,species,Guild,Taxon_Level,Trophic_Mode,Growth_Morphology,Trait,Confidence_Ranking,Category.In.This.Study,Nreads.TES,Nreads.TOMA,Nreads.YKS,Nreads.SGD,Nreads.YSD,Nreads.YAKU,Nreads.YONA,Nreads.IRI,Nreads.North,Nreads.South,Nreads.All,betweenness.ALL,degree.ALL,closeness.ALL,eigenvector.centrality.ALL,degree.North,closeness.North,eigenvector.centrality.North,betweenness.North,degree.South,closeness.South,eigenvector.centrality.South,betweenness.South,betweenness.local.mean.ALL,betweenness.local.mean.North,betweenness.local.mean.South,degree.TES,betweenness.TES,eigenvector.centrality.TES,closeness.TES,degree.TOMA,betweenness.TOMA,eigenvector.centrality.TOMA,closeness.TOMA,degree.YKS,betweenness.YKS,eigenvector.centrality.YKS,closeness.YKS,degree.SGD,betweenness.SGD,eigenvector.centrality.SGD,closeness.SGD,degree.YSD,betweenness.YSD,eigenvector.centrality.YSD,closeness.YSD,degree.YAKU,betweenness.YAKU,eigenvector.centrality.YAKU,closeness.YAKU,degree.YONA,betweenness.YONA,eigenvector.centrality.YONA,closeness.YONA,degree.IRI,betweenness.IRI,eigenvector.centrality.IRI,closeness.IRI,dprime.TES,dprime.TOMA,dprime.YKS,dprime.SGD,dprime.YSD,dprime.YAKU,dprime.YONA,dprime.IRI,betweenness.weighted.ALL,betweenness.weighted.North,betweenness.weighted.South,betweenness.weighted.TES,betweenness.weighted.TOMA,betweenness.weighted.YKS,betweenness.weighted.SGD,betweenness.weighted.YSD,betweenness.weighted.YAKU,betweenness.weighted.YONA,betweenness.weighted.IRI,Category.col,betweenness.weighted.local.mean.ALL,betweenness.weighted.local.mean.North,betweenness.weighted.local.mean.South
F_7170,2103:25794:11465__T593__S_0016,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,2,0,0,0,0,0,0,0,2,0,2,0,0,0.202531646,3.42E-05,0,0.15498155,0,0,NA,NA,NA,NA,0,0,NA,0,0,0.009671876,0.009117169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461953033,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,goldenrod1,0,0,NA
F_7171,1101:10296:2825__T593__S_0893,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,0,Dung_Saprotroph-Undefined_Saprotroph-Wood_Saprotroph,13,Saprotroph,NULL,"Mold,_Soft_Rot",Highly_Probable,Saprotroph,0,0,0,0,0,0,2,0,0,2,2,0,0,0.265822785,0.000941496,NA,NA,NA,NA,0,0.176211454,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.082192315,0.171214813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041903859,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,goldenrod1,0,NA,0
F_7172,2106:12331:19447__T604__S_1048,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,0,Dung_Saprotroph-Undefined_Saprotroph-Wood_Saprotroph,13,Saprotroph,NULL,"Mold,_Soft_Rot",Highly_Probable,Saprotroph,0,0,0,0,0,0,0,2,0,2,2,0,0,0.257383966,0.000185232,NA,NA,NA,NA,0,0.167400881,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.059173463,0.157296377,NA,NA,NA,NA,NA,NA,NA,0.09152886,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,goldenrod1,0,NA,0
F_7173,1101:15107:1932__T604__S_1450,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Absconditella,0,Lichenized,13,Symbiotroph,Thallus,NULL,Highly_Probable,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.270042194,0.002325425,NA,NA,NA,NA,0,0.189427313,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.149284179,0.23074176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7174,1104:14322:20825__T604__S_1445,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Absconditella,0,Lichenized,13,Symbiotroph,Thallus,NULL,Highly_Probable,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.270042194,0.001302521,NA,NA,NA,NA,0,0.185022026,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.134856952,0.19347659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047716098,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7175,1104:6295:14469__T604__S_1412,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Absconditella,0,Lichenized,13,Symbiotroph,Thallus,NULL,Highly_Probable,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.261603376,0.000989279,NA,NA,NA,NA,0,0.171806167,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.11175449,0.151797609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100831623,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7176,1101:16763:7963__T593__S_0821,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,2,0,0,2,2,0,0,0.253164557,0.000312652,NA,NA,NA,NA,0,0.158590308,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.04986488,0.102829451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17012674,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,grey60,0,NA,0
F_7177,1103:7661:13413__T593__S_0036,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,2,0,0,0,0,0,0,0,2,0,2,3.27E-05,0.001814882,0.270042194,0.001192208,0.002967359,0.232472325,0,0.000227228,NA,NA,NA,NA,0.00430393,0.00430393,NA,0.055555556,0.00430393,0.140234819,0.206154678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278517516,NA,NA,NA,NA,NA,NA,NA,0.000246022,0.001233722,NA,0.011939841,NA,NA,NA,NA,NA,NA,NA,grey60,0.011939841,0.011939841,NA
F_7178,1105:15862:18711__T604__S_1430,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.23628692,0.000228295,NA,NA,NA,NA,0,0.136563877,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.041057944,0.047303461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298848219,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7179,1106:18249:4892__T604__S_0027,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,2,0,0,0,2,2,0,0,0.278481013,0.000696094,NA,NA,NA,NA,0,0.193832599,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.144690575,0.236015254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,grey60,0,NA,0
F_7180,1106:21033:8974__T604__S_1288,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.257383966,0.001402216,NA,NA,NA,NA,0,0.167400881,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.099420705,0.137609229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092052254,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7181,1108:23896:9840__T604__S_1445,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.270042194,0.001302521,NA,NA,NA,NA,0,0.185022026,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.134856952,0.19347659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047716098,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7182,1110:18860:23541__T593__S_0292,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,2,0,0,0,0,0,0,0,2,0,2,0,0,0.270042194,0.001707789,0,0.232472325,0,0,NA,NA,NA,NA,0,0,NA,0,0,0.115386855,0.206655935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7183,1111:17136:12925__T604__S_1450,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.270042194,0.002325425,NA,NA,NA,NA,0,0.189427313,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.149284179,0.23074176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7184,2101:13448:9099__T604__S_1105,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,2,0,0,2,2,0,0,0.261603376,0.000798738,NA,NA,NA,NA,0,0.167400881,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.076624089,0.145388475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073542039,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,grey60,0,NA,0
F_7185,2103:16219:12965__T604__S_1231,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,2,0,0,0,0,2,2,0,0,0.253164557,0.0007191,NA,NA,NA,NA,0,0.162995595,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.086031517,0.11101944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123754786,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,grey60,0,NA,0
F_7186,2104:20554:7837__T593__S_0859,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,2,0,0,2,2,0,0,0.261603376,0.000399369,NA,NA,NA,NA,0,0.167400881,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.072331279,0.140353505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125379602,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,grey60,0,NA,0
F_7187,2106:15429:12097__T604__S_0014,Fungi,Ascomycota,Leotiomycetes,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,2,0,0,0,2,2,0,0,0.274261603,0.000698453,NA,NA,NA,NA,0,0.193832599,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.143254447,0.223893211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016604959,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,grey60,0,NA,0
F_7188,1111:11016:10150__T593__S_1110,Fungi,Ascomycota,Leotiomycetes,0,0,Leohumicola,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,0,0,0,0,0,2,0,0,2,2,0,0,0.23628692,0.000166355,NA,NA,NA,NA,0,0.140969163,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.031974821,0.052528632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258609291,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,goldenrod1,0,NA,0
F_7189,1101:12503:13342__T593__S_0884,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,0,0,0,2,0,0,2,2,8.52E-05,0.001814882,0.282700422,0.001517838,NA,NA,NA,NA,0.003401361,0.202643172,0,0.000200359,0.011750188,NA,0.011750188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041666667,0.011750188,0.152937014,0.296549137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065483445,NA,0.000803935,NA,0.001313292,NA,NA,NA,NA,NA,NA,0.034503722,NA,deepskyblue,0.034503722,NA,0.034503722
F_7190,1101:16790:19222__T604__S_1270,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,0,2,0,0,0,0,2,2,0,0,0.253164557,0.0007191,NA,NA,NA,NA,0,0.162995595,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.086031517,0.11101944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123754786,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,deepskyblue,0,NA,0
F_7191,1101:9397:16719__T604__S_0944,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,0,0,0,0,2,0,2,2,0,0,0.257383966,0.000185232,NA,NA,NA,NA,0,0.167400881,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.059173463,0.157296377,NA,NA,NA,NA,NA,NA,NA,0.09152886,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,deepskyblue,0,NA,0
F_7192,1103:8660:20548__T593__S_0952,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,0,0,0,2,0,0,2,2,0,0,0.194092827,1.42E-05,NA,NA,NA,NA,0,0.114537445,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00172317,0.005708075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545345628,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,deepskyblue,0,NA,0
F_7193,2101:16293:24177__T593__S_0611,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,2,0,0,0,0,2,0,2,0,0,0.244725738,0.000529149,0,0.195571956,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.087744316,0.179831443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10656836,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,deepskyblue,0,0,NA
F_7194,2102:18171:15802__T604__S_0627,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,2,0,0,0,0,0,2,0,2,0,0,0.299578059,0.009449767,0,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,deepskyblue,0,0,NA
F_7195,2111:10470:15734__T604__S_1274,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,0,0,0,0,2,0,2,2,0,0,0.219409283,4.13E-05,NA,NA,NA,NA,0,0.127753304,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.003747282,0.049708322,NA,NA,NA,NA,NA,NA,NA,0.369444076,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,deepskyblue,0,NA,0
F_7196,2112:16429:12351__T593__S_1180,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,0,0,0,0,2,0,0,0,0,2,2,0,0,0.232067511,0.000123881,NA,NA,NA,NA,0,0.127753304,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.019835109,0.026679589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379706203,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,deepskyblue,0,NA,0
F_7197,1101:13594:13394__T593__S_0065,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,2,0,0,0,0,0,0,0,2,0,2,0,0.001814882,0.270042194,0.003417938,0.002967359,0.232472325,0,0,NA,NA,NA,NA,0,0,NA,0,0,0.115386855,0.206655935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097211644,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7198,1101:19248:5905__T593__S_1431,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,2,0,0,0,0,0,2,0,2,0,0,0.299578059,0.009449767,0,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7199,1101:23082:7870__T593__S_1507,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,2,0,0,0,0,0,2,0,2,0,0,0.299578059,0.009449767,0,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7200,1101:6978:13885__T593__S_0710,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,2,0,0,0,0,2,0,2,0,0,0.240506329,0.000107954,0,0.177121771,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.044425342,0.123230121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243130835,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,grey60,0,0,NA
F_7201,1102:11567:16770__T604__S_0020,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,2,0,0,0,2,2,0,0,0.253164557,0.000274898,NA,NA,NA,NA,0,0.162995595,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.054111536,0.116638244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144826617,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,grey60,0,NA,0
F_7202,1102:16576:22536__T593__S_1328,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,2,0,0,0,0,0,2,0,2,0,0.001814882,0.299578059,0.018901894,0.002967359,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016561078,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7203,1103:16341:23466__T604__S_0102,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,2,0,0,0,2,2,0,0,0.253164557,0.000274898,NA,NA,NA,NA,0,0.162995595,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.054111536,0.116638244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144826617,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,grey60,0,NA,0
F_7204,1105:11477:20699__T604__S_0484,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,2,0,0,0,0,0,0,2,0,2,0,0,0.282700422,0.002655185,0,0.254612546,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0.210547136,0.390349769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7205,1105:20947:10130__T604__S_1039,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,0,0,2,0,2,2,0,0,0.240506329,6.96E-05,NA,NA,NA,NA,0,0.145374449,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.02597355,0.085119869,NA,NA,NA,NA,NA,NA,NA,0.247431541,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,grey60,0,NA,0
F_7206,1105:24297:6465__T593__S_1413,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,2,0,0,0,0,0,2,0,2,0,0,0.299578059,0.009449767,0,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
F_7207,1105:4285:18595__T593__S_0565,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,0,2,0,0,0,2,2,0,0,0.23628692,0.00013273,NA,NA,NA,NA,0,0.127753304,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.014027599,0.052711469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281305257,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,grey60,0,NA,0
F_7208,1107:10677:24952__T593__S_1326,Fungi,Ascomycota,Leotiomycetes,Helotiales,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,2,0,0,0,0,0,2,0,2,0,0,0.299578059,0.009449767,0,0.298892989,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.464896205,0.570692828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,grey60,0,0,NA
