OTU,OTU.code,kingdom,phylum,class,order,family,genus,species,Guild,Taxon_Level,Trophic_Mode,Growth_Morphology,Trait,Confidence_Ranking,Category.In.This.Study,Nreads.TES,Nreads.TOMA,Nreads.YKS,Nreads.SGD,Nreads.YSD,Nreads.YAKU,Nreads.YONA,Nreads.IRI,Nreads.North,Nreads.South,Nreads.All,betweenness.ALL,degree.ALL,closeness.ALL,eigenvector.centrality.ALL,degree.North,closeness.North,eigenvector.centrality.North,betweenness.North,degree.South,closeness.South,eigenvector.centrality.South,betweenness.South,betweenness.local.mean.ALL,betweenness.local.mean.North,betweenness.local.mean.South,degree.TES,betweenness.TES,eigenvector.centrality.TES,closeness.TES,degree.TOMA,betweenness.TOMA,eigenvector.centrality.TOMA,closeness.TOMA,degree.YKS,betweenness.YKS,eigenvector.centrality.YKS,closeness.YKS,degree.SGD,betweenness.SGD,eigenvector.centrality.SGD,closeness.SGD,degree.YSD,betweenness.YSD,eigenvector.centrality.YSD,closeness.YSD,degree.YAKU,betweenness.YAKU,eigenvector.centrality.YAKU,closeness.YAKU,degree.YONA,betweenness.YONA,eigenvector.centrality.YONA,closeness.YONA,degree.IRI,betweenness.IRI,eigenvector.centrality.IRI,closeness.IRI,dprime.TES,dprime.TOMA,dprime.YKS,dprime.SGD,dprime.YSD,dprime.YAKU,dprime.YONA,dprime.IRI,betweenness.weighted.ALL,betweenness.weighted.North,betweenness.weighted.South,betweenness.weighted.TES,betweenness.weighted.TOMA,betweenness.weighted.YKS,betweenness.weighted.SGD,betweenness.weighted.YSD,betweenness.weighted.YAKU,betweenness.weighted.YONA,betweenness.weighted.IRI,Category.col,betweenness.weighted.local.mean.ALL,betweenness.weighted.local.mean.North,betweenness.weighted.local.mean.South
F_0001,1111:19615:9323__T604__S_0532,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,5108,29010,2703,13486,9509,0,0,0,50307,9509,59816,0.09712778,0.299455535,0.548523207,0.26038566,0.430267062,0.800738007,0.222222222,0.401446216,0.06462585,0.237885463,0.066666667,0.002362836,0.225466814,0.26439671,0.069747229,0.5,0.374162763,0.720073499,0.80434887,0.625,0.49912084,0.859573081,0.899308062,0.25,0.151145848,0.595145043,0.660620773,0.086956522,0.033157389,0.354645602,0.444901774,0.266666667,0.069747229,0.414334858,0.431317221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17699541,0.0821933,0.394868709,0.195202274,0.226114317,NA,NA,NA,0.17706771,0.50024672,0.002487392,0.27137924,0.070676017,0.237624435,0,0.042314655,NA,NA,NA,red,0.124398869,0.144919923,0.042314655
F_0002,1101:28381:13783__T593__S_0439,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,11007,1076,15389,0,0,0,0,27472,0,27472,0.028852399,0.105263158,0.430379747,0.075294925,0.172106825,0.638376384,0.055555556,0.231665995,NA,NA,NA,NA,0.242360483,0.242360483,NA,NA,NA,NA,NA,0.375,0.251166807,0.609821619,0.74478304,0.375,0.229398751,0.891436716,0.87610526,0.347826087,0.246515891,0.700013029,0.78652517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08790108,0.084984152,0.094483964,NA,NA,NA,NA,0.057813696,0.320027796,NA,NA,0.075226115,0.829731169,0.029816657,NA,NA,NA,NA,red,0.311591314,0.311591314,NA
F_0003,1111:5974:14675__T604__S_1305,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,20469,2988,1849,0,0,25306,25306,0.07510061,0.179673321,0.489451477,0.125455558,NA,NA,NA,NA,0.336734694,0.594713656,0.266666667,0.20535931,0.245870448,NA,0.245870448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.467488592,0.952997613,0.905647152,0.315789474,0.213420537,0.476072972,0.63104285,0.166666667,0.056702214,0.315924093,0.396089138,NA,NA,NA,NA,NA,NA,NA,NA,0.027419777,0.106644144,0.124621231,NA,0.098154794,NA,0.182305126,NA,NA,NA,NA,0.070867474,0.632520309,0.022696861,NA,red,0.242028215,NA,0.242028215
F_0004,1104:22330:11524__T604__S_0658,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,19884,4381,256,0,0,0,0,24521,0,24521,0.010317902,0.123411978,0.371308017,0.205255626,0.201780415,0.468634686,0.222222222,0.0810039,NA,NA,NA,NA,0.192630671,0.192630671,NA,NA,NA,NA,NA,0.5625,0.436186366,0.761652269,0.839536423,0.25,0.141705648,0.505856257,0.603229667,0,0,0.022263428,0.102403691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083860387,0.081513389,0.334138291,NA,NA,NA,NA,0.005969759,0.030030149,NA,NA,0.03780568,0.016152192,0,NA,NA,NA,NA,red,0.017985957,0.017985957,NA
F_0005,1101:15798:12747__T593__S_0619,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,3559,0,127,15111,0,0,0,0,18797,0,18797,0.015139377,0.09800363,0.405063291,0.062646666,0.160237389,0.553505535,0.055555556,0.125773934,NA,NA,NA,NA,0.098228997,0.098228997,NA,0.222222222,0.111988253,0.396803259,0.495683212,NA,NA,NA,NA,0,0,0.464896205,0.570692828,0.304347826,0.182698737,0.593343496,0.620910126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160486666,NA,0,0.116059736,NA,NA,NA,NA,0.019757352,0.113497556,NA,0,NA,0,0.100639159,NA,NA,NA,NA,red,0.033546386,0.033546386,NA
F_0006,2101:5350:9101__T593__S_1085,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,0,0,0,11,0,10655,7387,0,18053,18053,0.057993993,0.156079855,0.443037975,0.038357714,NA,NA,NA,NA,0.292517007,0.497797357,0.266666667,0.140594471,0.287888959,NA,0.287888959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.099420705,0.137609229,NA,NA,NA,NA,0.583333333,0.466196506,0.754620143,0.800196582,0.575757576,0.397470371,0.611955519,0.736884937,NA,NA,NA,NA,0.092052254,NA,0.055960114,0.12558137,0.076628968,NA,0.132019195,NA,NA,NA,NA,0,NA,0.017843278,0.301205194,goldenrod1,0.106349491,NA,0.106349491
F_0007,1109:23428:18390__T604__S_1124,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Melanconiella,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,450,754,3,161,6984,165,9128,1207,16438,17645,0.332581756,0.263157895,0.654008439,0.062085072,0.029673591,0.435424354,0,0.047616677,0.455782313,0.629955947,0.133333333,0.314430581,0.300386227,0.208212041,0.369516866,NA,NA,NA,NA,0.0625,0.00507038,0.180315736,0.182144493,0.625,0.619565743,0.910040102,0.897459691,0,0,0.157227792,0.254550748,0.066666667,0.002700571,0.138624935,0.167186828,0.947368421,0.829430347,0.889396118,0.892645883,0.041666667,0.004179095,0.083601022,0.143094593,0.848484848,0.641757451,0.914905847,0.920625236,NA,0.189974434,0.144770236,0,0.221700198,0.065255973,0.246349588,0.068337878,0.508538048,0.096648952,0.265265405,NA,0.013667544,0.250144138,0,0.012166592,0.783279098,0.010695063,0.119824196,goldenrod1,0.16996809,0.087937227,0.231491237
F_0008,1108:27717:15872__T593__S_1299,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Rhizodermea,Rhizodermea_veluwensis,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,0,13765,1031,1904,23,0,0,14796,1927,16723,0.063607274,0.33030853,0.485232068,0.971262537,0.382789318,0.450184502,1,0.059538624,0.176870748,0.334801762,0.133333333,0.031251513,0.251553801,0.322885274,0.180222329,NA,NA,NA,NA,NA,NA,NA,NA,0.875,0.606365113,0.944380662,0.908323132,0.130434783,0.039405435,0.424373789,0.49057402,0.6,0.351702908,0.889492349,0.868190384,0.052631579,0.008741749,0.036817525,0.084717962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055670121,0.117844556,0.034263718,0.301609942,NA,NA,0.016984807,0.00684927,0.007252779,NA,NA,0.041781301,0,0.007665818,0.028670784,NA,NA,goldenrod1,0.019529476,0.020890651,0.018168301
F_0009,1112:8093:15186__T593__S_1074,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Melanconiella,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,0,0,0,0,0,10380,4399,0,14779,14779,0.086198828,0.245009074,0.447257384,0.059453484,NA,NA,NA,NA,0.459183673,0.50660793,0.4,0.196831905,0.938255205,NA,0.938255205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791666667,0.87651041,0.923636068,0.97730846,0.939393939,1,0.954604467,1,NA,NA,NA,NA,NA,NA,0.026506445,0.076340738,0.095767763,NA,0.14539488,NA,NA,NA,NA,NA,NA,0.156839455,0.913863136,goldenrod1,0.535351296,NA,0.535351296
F_0010,1103:11000:21634__T593__S_1300,Fungi,Ascomycota,Leotiomycetes,0,Myxotrichaceae,Oidiodendron,0,Ericoid_Mycorrhizal,13,Pathotroph-Symbiotroph,Dark_Septate_Endophyte,NULL,Probable,Ericoid_Mycorrhizal,1178,998,4210,1600,4358,4,136,627,7986,5125,13111,0.410630537,0.509981851,0.772151899,0.675776646,0.543026706,0.896678967,0.611111111,0.544629897,0.329931973,0.515418502,0.2,0.142903546,0.267319116,0.359602567,0.175035665,0.555555556,0.454763874,0.773165638,0.847316639,0.5,0.364289818,0.804860181,0.865963467,0.75,0.481508545,0.921621367,0.905898131,0.304347826,0.137848031,0.567602556,0.64048515,0.866666667,0.61651522,0.968521525,0.941132567,0,0,0.054111536,0.116638244,0.166666667,0.073621485,0.407177865,0.516996432,0.060606061,0.010005956,0.04243778,0.125654917,0.0480321,0.040625169,0.024851367,0.154625615,0.014653415,0.144826617,0.030253895,0.381502185,0.220119417,0.077814319,0.10028531,0.000695987,0,0.086515507,0.137394718,0.0469719,0,0.140169099,0.003440448,deepskyblue,0.051898457,0.056151553,0.047645362
F_0011,2104:18498:12722__T604__S_1521,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,0,Ectomycorrhizal,13,Symbiotroph,Clavarioid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,9385,810,1816,0,0,12011,12011,0.045921427,0.081669691,0.464135021,0.052884247,NA,NA,NA,NA,0.153061224,0.537444934,0.133333333,0.126710052,0.273164655,NA,0.273164655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,0.605802536,0.866882922,0.902281824,0,0,0.143254447,0.223893211,0.291666667,0.213691429,0.558644685,0.693454253,NA,NA,NA,NA,NA,NA,NA,NA,0.058136728,0.016604959,0.052842894,NA,0.08460606,NA,0.162657787,NA,NA,NA,NA,0.519618058,0,0.185969213,NA,red,0.235195757,NA,0.235195757
F_0012,1104:15590:14396__T604__S_0149,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,3169,0,0,8501,0,0,3169,8501,11670,0.036556608,0.067150635,0.421940928,0.097349889,0.03264095,0.335793358,0.111111111,0.016865136,0.085034014,0.299559471,0,0.018528919,0.38405112,0.269526659,0.49857558,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.269526659,0.733272449,0.784694918,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368,0.49857558,0.621164936,0.75058142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063454439,NA,NA,0.109176333,NA,NA,0.023437994,0,0.012669035,NA,NA,0,NA,NA,0.31622993,NA,NA,red,0.158114965,0,0.31622993
F_0013,2110:15974:13639__T604__S_0734,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,0,0,-,-,-,-,-,-,Others_Unknown,3672,4918,2699,0,0,0,0,0,11289,0,11289,0.009373826,0.154264973,0.4092827,0.177794728,0.252225519,0.564575646,0.166666667,0.074465293,NA,NA,NA,NA,0.075464753,0.075464753,NA,0.055555556,0.018058077,0.252057978,0.365090325,0.1875,0.083139412,0.476348656,0.571073797,0.25,0.12519677,0.778380309,0.799655637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254878101,0.148460334,0.236473827,NA,NA,NA,NA,NA,0.013269913,0.071916596,NA,0,0.080489203,0.100192695,NA,NA,NA,NA,NA,grey60,0.060227299,0.060227299,NA
F_0014,1105:26889:15785__T593__S_1166,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,10889,0,0,0,0,0,10889,0,10889,0.002002323,0.096188748,0.329113924,0.383856171,0.15727003,0.357933579,0.444444444,0.015381615,NA,NA,NA,NA,0.694401151,0.694401151,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.694401151,0.967058564,0.926712326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027859766,NA,NA,NA,NA,NA,0.002171708,0.010548719,NA,NA,NA,0.262641918,NA,NA,NA,NA,NA,red,0.262641918,0.262641918,NA
F_0015,1103:14894:21976__T593__S_0090,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,2928,3692,0,4160,2,0,0,0,10780,2,10782,0.115597679,0.268602541,0.47257384,0.113746435,0.43620178,0.723247232,0.111111111,0.762808688,0,0.154185022,0,0,0.590823953,0.78776527,0,0.5,0.36329581,0.791513788,0.82784762,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0,0,0.054429326,0.08164837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09566887,0.035468383,NA,0.093853336,0.204037694,NA,NA,NA,0.109361738,0.348299865,0,0.171334855,0.153055025,NA,0.186714984,0,NA,NA,NA,grey60,0.127776216,0.170368288,0
F_0016,1103:12557:9042__T593__S_0961,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,0,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,572,1611,152,0,1352,887,3737,1026,2335,7002,9337,0.63352125,0.317604356,0.890295359,0.136984758,0.175074184,0.612546125,0.055555556,0.219163636,0.391156463,0.898678414,0.266666667,0.581282883,0.331914673,0.337249441,0.327913597,0.777777778,0.585240231,0.858059085,0.887506767,0.4375,0.328845948,0.685868555,0.786122758,0.375,0.097662144,0.435506,0.385884719,NA,NA,NA,NA,0.466666667,0.230087489,0.734493102,0.733875357,0.368421053,0.183636701,0.59299278,0.662598691,0.75,0.698968749,0.892626008,0.939736057,0.393939394,0.198961447,0.590668149,0.708889682,0.084809004,0.079408603,0.197813636,NA,0.068673052,0.054424438,0.036757265,0.054776955,0.749177659,0.314686327,0.262588252,0.344225514,0.30521498,0.098388508,NA,0.007731969,0.123362449,0.074662248,0.369481477,blue,0.189009592,0.249276334,0.143809536
F_0017,1101:16166:13646__T593__S_0955,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,0,0,25,0,360,19,7861,1006,25,9246,9271,0.137719187,0.156079855,0.540084388,0.055498728,0,0.180811808,0,0,0.289115646,0.682819383,0.333333333,0.319027113,0.183426699,0,0.229283374,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.04802074,0.112072349,NA,NA,NA,NA,0.266666667,0.093139269,0.539242557,0.578858218,0.105263158,0.03760821,0.228603851,0.342546253,0.666666667,0.70671378,0.856863697,0.934662556,0.242424242,0.079672238,0.236188319,0.380711271,NA,NA,0.319346933,NA,0.080403029,0.151107705,0.058180406,0.195737596,0.300100655,0,0.461946628,NA,NA,0,NA,0.092251875,0.146775943,0.091253308,0.221973438,grey60,0.110450913,0,0.138063641
F_0018,2105:27752:12326__T604__S_1384,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,0,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,0,0,8846,16,0,0,0,8862,8862,0.003292366,0.041742287,0.329113924,0.042402727,NA,NA,NA,NA,0.078231293,0.286343612,0.066666667,0.009112083,0.06453854,NA,0.06453854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0.12907708,0.596377335,0.624084296,0,0,0.014027599,0.052711469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090674793,0.281305257,NA,NA,0.005795313,NA,0.01140466,NA,NA,NA,NA,0.054382021,0,NA,NA,red,0.027191011,NA,0.027191011
F_0019,1107:3612:15286__T604__S_0549,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Rhizoscyphus,Rhizoscyphus_aff._ericae_2_KO-2013,Root_Associated_Biotroph,13,Symbiotroph,Dark_Septate_Endophyte,NULL,Highly_Probable,Endophyte,0,6778,264,1780,0,0,0,0,8822,0,8822,0.038355764,0.22323049,0.438818565,0.191901834,0.364985163,0.656826568,0.166666667,0.317632618,NA,NA,NA,NA,0.451364611,0.451364611,NA,NA,NA,NA,NA,0.8125,0.762544211,0.927952031,0.951610739,0.375,0.414553843,0.89434959,0.94672831,0.391304348,0.176995779,0.661006803,0.651460469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03250348,0.024762424,0.089154976,NA,NA,NA,NA,0.007883703,0.043565762,NA,NA,0.001799723,0,0.1085679,NA,NA,NA,NA,goldenrod1,0.036789208,0.036789208,NA
F_0020,1102:20188:5653__T593__S_0389,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,4709,1659,1330,1110,0,0,0,0,8808,0,8808,0.039894211,0.130671506,0.476793249,0.136344116,0.213649852,0.78597786,0.111111111,0.312477405,NA,NA,NA,NA,0.19912146,0.19912146,NA,0.5,0.372245537,0.657672531,0.71702087,0.1875,0.106553562,0.381266348,0.589256578,0.25,0.280139381,0.781293183,0.863293954,0.086956522,0.03754736,0.435536676,0.526409596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076052868,0.127331084,0.013464753,0.094944331,NA,NA,NA,NA,0.038104492,0.200182016,NA,0.072247888,0.136648606,0,0,NA,NA,NA,NA,goldenrod1,0.052224124,0.052224124,NA
F_0021,1114:8877:15092__T593__S_0390,Fungi,Ascomycota,0,0,0,0,0,-,-,-,-,-,-,Others_Unknown,5230,435,0,2744,185,0,0,0,8409,185,8594,0.091849533,0.250453721,0.493670886,0.131499775,0.388724036,0.675276753,0.111111111,0.401428479,0.020408163,0.211453744,0,0.002781936,0.391521923,0.487233085,0.104388434,1,1,1,1,0.375,0.261209963,0.6276295,0.752634945,NA,NA,NA,NA,0.391304348,0.200489293,0.695726788,0.719532989,0.266666667,0.104388434,0.295656949,0.30161863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045328965,0.091380421,NA,0.1117163,0.192659928,NA,NA,NA,0.103306938,0.28822779,0.002962836,0.090399327,0.477737294,NA,0.130293072,0.074559177,NA,NA,NA,grey60,0.193247218,0.232809898,0.074559177
F_0022,1111:11887:2693__T604__S_0313,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Melanconiella,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,0,0,0,0,0,7531,744,82,0,8357,8357,0.040994704,0.141560799,0.438818565,0.030757315,NA,NA,NA,NA,0.265306122,0.488986784,0.133333333,0.104553464,0.302541658,NA,0.302541658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947368421,0.784424091,1,0.964034376,0.25,0.119361547,0.448882445,0.561634909,0.060606061,0.003839335,0.081554977,0.16155834,NA,NA,NA,NA,NA,0.071909245,0.102903844,0.278107863,0.0605759,NA,0.105125854,NA,NA,NA,NA,NA,0.518544078,0.087483439,0.004794029,goldenrod1,0.203607182,NA,0.203607182
F_0023,2109:10555:7978__T593__S_1525,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,0,0,-,-,-,-,-,-,Others_Unknown,0,0,7988,0,0,0,0,0,7988,0,7988,0.001695444,0.068965517,0.329113924,0.307321844,0.112759644,0.357933579,0.333333333,0.013739525,NA,NA,NA,NA,0.682378603,0.682378603,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.682378603,0.921224575,0.921773449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043988106,NA,NA,NA,NA,NA,0.003112711,0.017359221,NA,NA,NA,0.419906568,NA,NA,NA,NA,NA,grey60,0.419906568,0.419906568,NA
F_0024,2112:25866:5728__T604__S_0506,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,0,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,2178,5113,676,10,0,0,0,0,7977,0,7977,0.028825945,0.067150635,0.447257384,0.071442814,0.109792285,0.6900369,0.055555556,0.223407567,NA,NA,NA,NA,0.213492514,0.213492514,NA,0.277777778,0.109947128,0.414799504,0.472366343,0.3125,0.225328516,0.579305079,0.739587229,0.625,0.518694413,0.932312855,0.95561868,0,0,0.157227792,0.254550748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108195575,0.045190055,0.146190877,0,NA,NA,NA,NA,0.044225969,0.245142463,NA,0.018626663,0.109219603,0.234886367,0,NA,NA,NA,NA,goldenrod1,0.090683158,0.090683158,NA
F_0025,2112:4938:19984__T593__S_1040,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp._KO-groupA_2014,Undefined_Saprotroph,13,Saprotroph,Facultative_Yeast,NULL,Probable,Saprotroph,0,0,0,9,6632,0,1310,0,9,7942,7951,0.086193533,0.379310345,0.481012658,0.240037306,0,0.21402214,0,0,0.707482993,0.519823789,0.666666667,0.183036027,0.53469294,0,0.80203941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.157227792,0.254550748,1,1,1,1,NA,NA,NA,NA,0.583333333,0.60407882,0.863476628,0.939736057,NA,NA,NA,NA,NA,NA,NA,0,0.010985135,NA,0.046223689,NA,0.041950746,0,0.023351492,NA,NA,NA,0,0.15092477,NA,0.050544665,NA,goldenrod1,0.067156478,0,0.100734718
F_0026,2101:17944:7836__T593__S_0343,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,0,Arbuscular_Mycorrhizal,9,Symbiotroph,NULL,NULL,Highly_Probable,Arbuscular_Mycorrhizal,5973,366,34,0,1043,0,529,0,6373,1572,7945,0.085859007,0.112522686,0.556962025,0.058318497,0.121661721,0.57195572,0.055555556,0.113658189,0.068027211,0.352422907,0.066666667,0.020792501,0.13248648,0.142891891,0.116878365,0.611111111,0.397530854,0.677397517,0.654235922,0.125,0.031144818,0.358607811,0.471041148,0,0,0.464896205,0.570692828,NA,NA,NA,NA,0.133333333,0.01477121,0.263437877,0.30161863,NA,NA,NA,NA,0.333333333,0.21898552,0.590388007,0.672229898,NA,NA,NA,NA,0.103149936,0.179787946,0,NA,0.199656913,NA,0.074819547,NA,0.191303939,0.192101477,0.023738486,0.064973137,0.055977322,0,NA,0.02052699,NA,0.110109263,NA,blue,0.050317342,0.04031682,0.065318127
F_0027,1102:8668:20953__T604__S_0080,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_densifolia,Ectomycorrhizal,13,Symbiotroph,Agaricoid,NULL,Highly_Probable,Ectomycorrhizal,0,0,2635,2048,0,3095,0,0,4683,3095,7778,0.047697439,0.061705989,0.443037975,0.101614348,0.053412463,0.402214022,0.111111111,0.046551648,0.051020408,0.290748899,0,0.011904543,0.235803304,0.197588986,0.31223194,NA,NA,NA,NA,NA,NA,NA,NA,0.375,0.395177972,0.846328888,0.860983694,0,0,0.182969841,0.279520816,NA,NA,NA,NA,0.473684211,0.31223194,0.582365939,0.680005203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045690928,0.137019207,NA,0.110032264,NA,NA,0.02601525,1.45E-05,0.011444888,NA,NA,0,0,NA,0.30865547,NA,NA,red,0.102885157,0,0.30865547
F_0028,1102:15581:23866__T593__S_0024,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,Mycena_amicta,Undefined_Saprotroph,13,Saprotroph,NULL,NULL,Probable,Saprotroph,5039,0,267,2463,0,0,0,0,7769,0,7769,0.017525588,0.092558984,0.41350211,0.078422038,0.151335312,0.586715867,0.055555556,0.135556424,NA,NA,NA,NA,0.186369917,0.186369917,NA,0.611111111,0.546932434,0.884349507,0.928197741,NA,NA,NA,NA,0,0,0.464896205,0.570692828,0.043478261,0.012177317,0.248769472,0.348362527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05618841,NA,0.035584435,0.13323042,NA,NA,NA,NA,0.002689496,0.014208664,NA,0.105626226,NA,0,0,NA,NA,NA,NA,goldenrod1,0.035208742,0.035208742,NA
F_0029,1104:18433:11077__T593__S_1108,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,0,0,-,-,-,-,-,-,Others_Unknown,0,0,0,0,3819,430,3508,0,0,7757,7757,0.151209822,0.533575318,0.544303797,0.292819498,NA,NA,NA,NA,1,0.72246696,1,0.414277027,0.638397871,NA,0.638397871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333,0.917980399,0.975023344,0.984036852,0.368421053,0.282278129,0.50807497,0.650922621,0.75,0.714935086,0.924447871,0.961590691,NA,NA,NA,NA,NA,NA,NA,NA,0.021492399,0.133067495,0.024247202,NA,0.017361866,NA,0.031624756,NA,NA,NA,NA,0.02034126,0.059636909,0.025843925,NA,grey60,0.035274031,NA,0.035274031
