"source_taxon_name","source_taxon_path","source_taxon_path_ids","source_specimen_life_stage_id","source_specimen_life_stage","source_specimen_physiological_state_id","source_specimen_physiological_state","source_specimen_body_part_id","source_specimen_body_part","interaction_type","target_taxon_name","target_taxon_path","target_taxon_path_ids","target_specimen_life_stage_id","target_specimen_physiological_state","target_specimen_physiological_state_id","target_specimen_physiological_state","target_specimen_body_part_id","target_specimen_body_part","latitude","longitude","study_citation","study_url","study_source_citation"
"Diachasmimorpha tryoni","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha tryoni","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:3773286",,,,,,,"parasiteOf","Bactrocera passiflorae","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Bactrocera | Bactrocera passiflorae","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25628 | EOL:726800",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha tryoni","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha tryoni","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:3773286",,,,,,,"parasiteOf","Bactrocera tryoni","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Bactrocera | Bactrocera tryoni","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25628 | EOL:726806",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha tryoni","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha tryoni","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:3773286",,,,,,,"parasiteOf","Rhagoletis completa","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis completa","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:727277",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha tryoni","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha tryoni","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:3773286",,,,,,,"parasiteOf","Bactrocera xanthodes","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Bactrocera | Bactrocera xanthodes","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25628 | EOL:727438",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha tryoni","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha tryoni","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:3773286",,,,,,,"parasiteOf","Eutreta xanthochaeta","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Eutreta | Eutreta xanthochaeta","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25779 | EOL:727908",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Microctonus","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Microctonus","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772393","no:match","-999",,,,,"parasiteOf","Apion immune","Animalia | Arthropoda | Insecta | Coleoptera | Curculionoidea | Apionidae | Apion | Apion immune","EOL:1 | EOL:164 | EOL:344 | EOL:345 | EOL:739 | EOL:5446 | EOL:49446 | EOL:535219","no:match",,,,,,51.24,-0.34,"Memmott, J., N. D. Martinez, and J. E. Cohen. 2000. Predators, parasitoids and pathogens: species richness, trophic generality and body sizes in a natural food web. Journal of Animal Ecology 69:1–15.","https://doi.org/10.1046/j.1365-2656.2000.00367.x","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia ruficornis","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia ruficornis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735080","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Gymnophora arcuata","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Gymnophora | Gymnophora arcuata","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:55989 | EOL:829739","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia ruficornis","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia ruficornis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735080","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia angusta","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia angusta","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:828858","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia pulicaria","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia pulicaria","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735081","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia ruficornis","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia ruficornis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735080","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia angusta","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia angusta","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:828858","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia pulicaria","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia pulicaria","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735081","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia ruficornis","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia ruficornis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735080","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia angusta","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia angusta","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:828858","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia pulicaria","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia pulicaria","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735081","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Gymnophora arcuata","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Gymnophora | Gymnophora arcuata","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:55989 | EOL:829739","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aspilota","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aspilota","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3770772","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia pulicaria","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia pulicaria","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735081","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius matricariae","Animalia | Arthropoda | Insecta | Hymenoptera | Braconidae | Aphidius | Aphidius matricariae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:6910 | GBIF:1269075 | GBIF:1269151",,,,,,,"parasitoidOf","Macrosiphoniella sanborni","Animalia | Arthropoda | Insecta | Hemiptera | Aphidoidea | Aphididae | Macrosiphoniella | Macrosiphoniella sanborni","EOL:1 | EOL:164 | EOL:344 | EOL:539 | EOL:551 | EOL:552 | EOL:72797 | EOL:595896",,,,,,,,,"Buczacki, S. & Harris, K.. 1998. Pests, Diseases & Disorders of Garden Plants. Collins. 2nd edition. Collins Photoguide","http://bioinfo.org.uk/html/b146912.htm","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2015. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk."
"Orthostigma","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Orthostigma","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771486","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia ruficornis","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia ruficornis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735080","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Orthostigma","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Orthostigma","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771486","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia angusta","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia angusta","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:828858","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Orthostigma","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Orthostigma","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771486","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megaselia pulicaria","Animalia | Arthropoda | Insecta | Diptera | Phoridae | Megaselia | Megaselia pulicaria","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:8989 | EOL:54927 | EOL:735081","UBERON:0000070",,,,,,,,"Ulrich, W. 1999. Species composition, coexistence and mortality factors in a carrion-exploiting community composed of necrophagous Diptera and their parasitoids (Hymenoptera). Polish Journal of Ecology 47:49–72.",,"Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius rhopalosiphi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius rhopalosiphi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772845","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Metopolophium albidum","Animalia | Arthropoda | Insecta | Hemiptera | Aphidoidea | Aphididae | Metopolophium | Metopolophium albidum","EOL:1 | EOL:164 | EOL:344 | EOL:539 | EOL:551 | EOL:552 | EOL:4220554 | EOL:4220556","no:match",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius rhopalosiphi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius rhopalosiphi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772845","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Sitobion fragariae","Animalia | Arthropoda | Insecta | Hemiptera | Aphididae | Sitobion | Sitobion fragariae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:809 | GBIF:3042 | GBIF:2072994 | GBIF:2073024","no:match",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius rhopalosiphi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius rhopalosiphi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772845","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Metopolophium albidum","Animalia | Arthropoda | Insecta | Hemiptera | Aphidoidea | Aphididae | Metopolophium | Metopolophium albidum","EOL:1 | EOL:164 | EOL:344 | EOL:539 | EOL:551 | EOL:552 | EOL:4220554 | EOL:4220556","UBERON:0000113",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius rhopalosiphi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius rhopalosiphi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772845","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Sitobion fragariae","Animalia | Arthropoda | Insecta | Hemiptera | Aphididae | Sitobion | Sitobion fragariae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:809 | GBIF:3042 | GBIF:2072994 | GBIF:2073024","UBERON:0000113",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius eadyi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius eadyi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772843","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Megoura viciaei",,,"no:match",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius eadyi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius eadyi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772843","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Acyrthosiphon pisum","Animalia | Arthropoda | Insecta | Hemiptera | Aphididae | Acyrthosiphon | Acyrthosiphon pisum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:809 | GBIF:3042 | GBIF:2077398 | GBIF:2077503","no:match",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Aphidius eadyi","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Aphidius | Aphidius eadyi","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772834 | EOL:3772843","UBERON:0000113","post-juvenile adult stage",,,,,"parasiteOf","Acyrthosiphon pisum","Animalia | Arthropoda | Insecta | Hemiptera | Aphididae | Acyrthosiphon | Acyrthosiphon pisum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:809 | GBIF:3042 | GBIF:2077398 | GBIF:2077503","UBERON:0000113",,,,,,51.24,-0.34,"Cohen, J. E., T. Jonsson, C. B. Muller, H. C. J. Godfray, and V. M. Savage. 2005. Body sizes of hosts and parasitoids in individual feeding relationships. Proceedings of The National Academy of Sciences of The United States of America 102:684–689.","https://doi.org/10.1073/pnas.0408780102","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
