"source_taxon_name","source_taxon_path","source_taxon_path_ids","source_specimen_life_stage_id","source_specimen_life_stage","source_specimen_physiological_state_id","source_specimen_physiological_state","source_specimen_body_part_id","source_specimen_body_part","interaction_type","target_taxon_name","target_taxon_path","target_taxon_path_ids","target_specimen_life_stage_id","target_specimen_physiological_state","target_specimen_physiological_state_id","target_specimen_physiological_state","target_specimen_body_part_id","target_specimen_body_part","latitude","longitude","study_citation","study_url","study_source_citation"
"Biosteres","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Biosteres","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771988",,,,,,,"parasiteOf","Dacus","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Dacus","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:13489",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Biosteres","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Biosteres","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771988",,,,,,,"parasiteOf","Dacus","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Dacus","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:13489",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Biosteres","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Biosteres","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771988",,,,,,,"parasiteOf","Dacus","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Dacus","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:13489",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Biosteres","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Biosteres","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771988",,,,,,,"parasiteOf","Zonosemata electa","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Zonosemata | Zonosemata electa","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:79579 | EOL:724414",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Biosteres","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Biosteres","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771988",,,,,,,"parasiteOf","Zonosemata vittigera","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Zonosemata | Zonosemata vittigera","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:79579 | EOL:727319",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Biosteres","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Biosteres","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771988",,,,,,,"parasiteOf","Rhagoletis completa","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis completa","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:727277",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Centistes ater","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Centistes | Centistes ater","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772798 | EOL:3772800","no:match","-999",,,,,"parasiteOf","Sitona regensteinensis","Animalia | Arthropoda | Insecta | Coleoptera | Curculionoidea | Curculionidae | Sitona | Sitona regensteinensis","EOL:1 | EOL:164 | EOL:344 | EOL:345 | EOL:739 | EOL:5240 | EOL:33098 | EOL:395610","no:match",,,,,,51.24,-0.34,"Memmott, J., N. D. Martinez, and J. E. Cohen. 2000. Predators, parasitoids and pathogens: species richness, trophic generality and body sizes in a natural food web. Journal of Animal Ecology 69:1–15.","https://doi.org/10.1046/j.1365-2656.2000.00367.x","Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 ."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Myoleja limata","Cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Diptera | Brachycera | Muscomorpha | Eremoneura | Cyclorrhapha | Schizophora | Acalyptratae | Tephritoidea | Tephritidae | Trypetinae | Trypetini | Chetostomatina | Myoleja | Myoleja limata","EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:10380067 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:12008312 | EOL:164 | EOL:5003390 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2765371 | EOL:12024878 | EOL:1327472 | EOL:3016961 | EOL:421 | EOL:1300082 | EOL:1300069 | EOL:1300129 | EOL:1300106 | EOL:10559440 | EOL:1300053 | EOL:10576451 | EOL:9023 | EOL:12060573 | EOL:12060632 | EOL:12060680 | EOL:26835 | EOL:10674496",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://github.com/millerse/Wharton-and-Marsh-1978.-New-World-Opiinae/archive/5e6ca4a365cc982805ccad588dc129d4bb230f4e.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis pomonella","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis pomonella","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:723988",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://github.com/millerse/Wharton-and-Marsh-1978.-New-World-Opiinae/archive/5e6ca4a365cc982805ccad588dc129d4bb230f4e.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis cingulata","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis cingulata","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:725293",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://github.com/millerse/Wharton-and-Marsh-1978.-New-World-Opiinae/archive/5e6ca4a365cc982805ccad588dc129d4bb230f4e.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis mendax","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis mendax","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:727255",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://github.com/millerse/Wharton-and-Marsh-1978.-New-World-Opiinae/archive/5e6ca4a365cc982805ccad588dc129d4bb230f4e.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://github.com/millerse/Wharton-and-Marsh-1978.-New-World-Opiinae/archive/5e6ca4a365cc982805ccad588dc129d4bb230f4e.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Myoleja limata","Cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Diptera | Brachycera | Muscomorpha | Eremoneura | Cyclorrhapha | Schizophora | Acalyptratae | Tephritoidea | Tephritidae | Trypetinae | Trypetini | Chetostomatina | Myoleja | Myoleja limata","EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:10380067 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:12008312 | EOL:164 | EOL:5003390 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2765371 | EOL:12024878 | EOL:1327472 | EOL:3016961 | EOL:421 | EOL:1300082 | EOL:1300069 | EOL:1300129 | EOL:1300106 | EOL:10559440 | EOL:1300053 | EOL:10576451 | EOL:9023 | EOL:12060573 | EOL:12060632 | EOL:12060680 | EOL:26835 | EOL:10674496",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis pomonella","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis pomonella","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:723988",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis cingulata","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis cingulata","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:725293",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis mendax","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis | Rhagoletis mendax","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780 | EOL:727255",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Diachasmimorpha mellea","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Diachasmimorpha | Diachasmimorpha mellea","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773283 | EOL:10571302",,,,,,,"parasiteOf","Rhagoletis","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Rhagoletis","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:25780",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Psyttalia concolor","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Psyttalia | Psyttalia concolor","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773719 | EOL:3773721",,,,,,,"parasiteOf","Anastrepha suspensa","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Anastrepha | Anastrepha suspensa","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:79415 | EOL:725297",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://github.com/millerse/Wharton-and-Marsh-1978.-New-World-Opiinae/archive/5e6ca4a365cc982805ccad588dc129d4bb230f4e.zip> on 24 Sep 2018."
"Psyttalia concolor","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Psyttalia | Psyttalia concolor","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3773719 | EOL:3773721",,,,,,,"parasiteOf","Anastrepha suspensa","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Anastrepha | Anastrepha suspensa","EOL:1 | EOL:164 | EOL:344 | EOL:421 | EOL:9023 | EOL:79415 | EOL:725297",,,,,,,,,"Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.",,"Sarah E. Miller.  04/14/2015.  Information extracted from litterature Wharton, Robert A, and Paul M Marsh. New World Opiinae (Hymenoptera: Braconidae) Parasitic on Tephritidae (Diptera). Journal of the Washington Academy of Sciences 68 (1978): 21. http://www.biodiversitylibrary.org/part/50699.. Accessed at <https://zenodo.org/record/258215/files/millerse/Fly-parasites-v1.0.zip> on 24 Sep 2018."
"Heterospilus prosopidis","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Heterospilus | Heterospilus prosopidis","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772313 | EOL:3772343","UBERON:0000069","larval stage",,,,,"parasitoidOf","Callosobruchus chinensis","Animalia | Arthropoda | Insecta | Coleoptera | Chrysomelidae | Callosobruchus | Callosobruchus chinensis","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7780 | GBIF:1047339 | GBIF:1047341",,,,,,,,,"Cox, M.L.. 2007. Supplement to Atlas of the Seed and Leaf Beetles of Britain and Ireland. Accessed at: http://www.brc.ac.uk/resources.htm","http://bioinfo.org.uk/html/b149340.htm","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2015. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk."
"Heterospilus prosopidis","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Heterospilus | Heterospilus prosopidis","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772313 | EOL:3772343","UBERON:0000069","larval stage",,,,,"parasitoidOf","Callosobruchus maculatus","Animalia | Arthropoda | Insecta | Coleoptera | Chrysomelidae | Callosobruchus | Callosobruchus maculatus","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7780 | GBIF:1047339 | GBIF:1047343",,,,,,,,,"Cox, M.L.. 2007. Supplement to Atlas of the Seed and Leaf Beetles of Britain and Ireland. Accessed at: http://www.brc.ac.uk/resources.htm","http://bioinfo.org.uk/html/b149340.htm","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2015. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk."
"Heterospilus prosopidis","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Heterospilus | Heterospilus prosopidis","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772313 | EOL:3772343","UBERON:0000069","larval stage",,,,,"parasitoidOf","Zabrotes subfasciatus","Animalia | Arthropoda | Insecta | Coleoptera | Chrysomelidae | Zabrotes | Zabrotes subfasciatus","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7780 | GBIF:1048596 | GBIF:1048600","UBERON:0000069",,,,,,,,"Cox, M.L.. 2007. Supplement to Atlas of the Seed and Leaf Beetles of Britain and Ireland. Accessed at: http://www.brc.ac.uk/resources.htm","http://bioinfo.org.uk/html/b149340.htm","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2015. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk."
"Perilitus falciger","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Perilitus | Perilitus falciger","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3772444 | EOL:3772455","UBERON:0000069","larval stage",,,,,"endoparasitoidOf","Timarcha tenebricosa","Animalia | Arthropoda | Insecta | Coleoptera | Chrysomelidae | Timarcha | Timarcha tenebricosa","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7780 | GBIF:1048627 | GBIF:4460356","UBERON:0000113",,,,,,,,"Cox, M.L.. 2007. Atlas of the Seed and Leaf Beetles of Britain and Ireland. Pisces Publications. Accessed at: http://www.naturebureau.co.uk/shop/books/seedandleafbeetles.html","http://bioinfo.org.uk/html/b149187.htm","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2015. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk."
"Cotesia inducta","Animalia | Arthropoda | Insecta | Hymenoptera | Ichneumonoidea | Braconidae | Cotesia | Cotesia inducta","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:660 | EOL:661 | EOL:3771250 | EOL:3771255","UBERON:0000069","larval stage",,,,,"endoparasitoidOf","Celastrina argiolus","Animalia | Arthropoda | Insecta | Lepidoptera | Lycaenidae | Celastrina | Celastrina argiolus","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:797 | GBIF:5473 | GBIF:1925804 | GBIF:1925918","no:match",,,,,,,,"Revels, R.. 2006. More on the rise and fall of the Holly Blue. British Wildlife. Vol Vol 17 (6). pp 419-24","http://bioinfo.org.uk/html/b148740.htm","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2015. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk."
