plant,plant_fam,poll,poll_order,poll_fam
Cryptotaenia canadensis,Umbelliferae,Halictus lerouxii,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Hedychrum parvum,Hymenoptera,Chrysididae
Cryptotaenia canadensis,Umbelliferae,Hedychrum violaceum,Hymenoptera,Chrysididae
Cryptotaenia canadensis,Umbelliferae,Hilarimorpha mikii,Diptera,Leptidae
Cryptotaenia canadensis,Umbelliferae,Hippelates flavipes,Diptera,Oscinidae
Cryptotaenia canadensis,Umbelliferae,Leionotus perennis,Hymenoptera,Eumenidae
Cryptotaenia canadensis,Umbelliferae,Linnaemyia compta,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Lissonota tricincta,Hymenoptera,Ichneumonidae
Cryptotaenia canadensis,Umbelliferae,Machaeris stygia,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Mesogramma geminata,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Mesogramma marginata,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Metopia leucocephala,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Mordella marginata,Coleoptera,Mordellidae
Cryptotaenia canadensis,Umbelliferae,Mordella triloba,Coleoptera,Mordellidae
Cryptotaenia canadensis,Umbelliferae,Mordellistena limbalis,Coleoptera,Mordellidae
Cryptotaenia canadensis,Umbelliferae,Mordellistena pubescens,Coleoptera,Mordellidae
Cryptotaenia canadensis,Umbelliferae,Neotrypetes truncatus,Hymenoptera,Megachilidae
Cryptotaenia canadensis,Umbelliferae,Ocyptera tenuis,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Odontalictus ligatus,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Oncomyia loraria,Diptera,Conopidae
Cryptotaenia canadensis,Umbelliferae,Opandrena serotina,Hymenoptera,Andrenidae
Cryptotaenia canadensis,Umbelliferae,Orthoneura nitida,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Oscinis trigramma,Diptera,Oscinidae
Cryptotaenia canadensis,Umbelliferae,Oxybelus 4-notatus,Hymenoptera,Oxybelidae
Cryptotaenia canadensis,Umbelliferae,Oxybelus niger,Hymenoptera,Oxybelidae
Cryptotaenia canadensis,Umbelliferae,Oxystoglossa confusa,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Oxystoglossa pura,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Paragus bicolor,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Paragus tibialis,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Parempis clausa,Diptera,Empididae
Cryptotaenia canadensis,Umbelliferae,Pentaria trifasciata,Coleoptera,Mordellidae
Cryptotaenia canadensis,Umbelliferae,Phorbia acra,Diptera,Anthomyidae
Cryptotaenia canadensis,Umbelliferae,Phorbia platura,Diptera,Anthomyidae
Cryptotaenia canadensis,Umbelliferae,Pipiza femoralis,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Pipiza nigribarba,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Podabrus brunnicollis,Coleoptera,Lampyridae
Cryptotaenia canadensis,Umbelliferae,Polyblastus citripes,Hymenoptera,Ichneumonidae
Cryptotaenia canadensis,Umbelliferae,Polysphincta slossinae,Hymenoptera,Ichneumonidae
Cryptotaenia canadensis,Umbelliferae,Prosopis pygmaea,Hymenoptera,Prosopididae
Cryptotaenia canadensis,Umbelliferae,Prosopis saniculae,Hymenoptera,Prosopididae
Cryptotaenia canadensis,Umbelliferae,Prosopis ziziae,Hymenoptera,Prosopididae
Cryptotaenia canadensis,Umbelliferae,Pseudagenia mellipes,Hymenoptera,Pompilidae
Cryptotaenia canadensis,Umbelliferae,Pseudopyrellia cornicina,Diptera,Muscidae
Cryptotaenia canadensis,Umbelliferae,Sapromyza vulgaris,Diptera,Sapromyzidae
Cryptotaenia canadensis,Umbelliferae,Scatopse pulicaria,Diptera,Bibionidae
Cryptotaenia canadensis,Umbelliferae,Seladonia fasciata,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Sepsis violacea,Diptera,Sepsidae
Cryptotaenia canadensis,Umbelliferae,Seymnus terminatus,Coleoptera,Coccinellidae
Cryptotaenia canadensis,Umbelliferae,Siphona geniculata,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Siphonella inquilina,Diptera,Oscinidae
Cryptotaenia canadensis,Umbelliferae,Solenius interruptus,Hymenoptera,Crabronidae
Cryptotaenia canadensis,Umbelliferae,Sphecodes arvensis,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Sphecodium cressonii,Hymenoptera,Halictidae
Cryptotaenia canadensis,Umbelliferae,Symmorphus debilis,Hymenoptera,Eumenidae
Cryptotaenia canadensis,Umbelliferae,Syritta pipiens,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Syrphus americanus,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Syrphus ribesii,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Trachandrena spiraeana,Hymenoptera,Andrenidae
Cryptotaenia canadensis,Umbelliferae,Typocerus lugubris,Coleoptera,Cerambycidae
Cryptotaenia canadensis,Umbelliferae,Volucella vesiculosa,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Xanthogramma emarginata,Diptera,Syrphidae
Cryptotaenia canadensis,Umbelliferae,Xanthomelana arcuata,Diptera,Tachinidae
Cryptotaenia canadensis,Umbelliferae,Zodion fulvifrons,Diptera,Conopidae
Cryptotaenia canadensis,Umbelliferae,Zodion nanellum,Diptera,Conopidae
Cucurbita melopepo,Cucurbitaceae,Xenoglossa strenua,Hymenoptera,Euceridae
Cucurbita pepo,Cucurbitaceae,Apis mellifera,Hymenoptera,Apidiae
Cucurbita pepo,Cucurbitaceae,Bombus americanorum,Hymenoptera,Bombidae
Cucurbita pepo,Cucurbitaceae,Bombus impatiens,Hymenoptera,Bombidae
Cucurbita pepo,Cucurbitaceae,Melissodes bimaculata,Hymenoptera,Euceridae
Cucurbita pepo,Cucurbitaceae,Peponapis pruinosa,Hymenoptera,Euceridae
Cucurbita pepo,Cucurbitaceae,Xenoglossa strenua,Hymenoptera,Euceridae
Cuphea petiolata,Lythraceae,Bombus americanorum,Hymenoptera,Bombidae
Cuphea petiolata,Lythraceae,Melissodes bimaculata,Hymenoptera,Euceridae
Cuphea petiolata,Lythraceae,Oxystoglossa similis,Hymenoptera,Halictidae
Cuscuta cephalanthi,Convolvulaceae,Curtisapis coriacea,Hymenoptera,Halictidae
Cuscuta glomerata,Convolvulaceae,Colletes eulophi,Hymenoptera,Colletidae
Cynoglossum officinale,Boraginaceae,Megachile brevis,Hymenoptera,Megachilidae
Cypripedium parviflorum pubescens,Orchidaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Cypripedium parviflorum pubescens,Orchidaceae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Datura stramonium,Solanaceae,Philampelus pandorus,Lepidoptera,Sphingidae
Datura stramonium,Solanaceae,Protoparee celeus,Lepidoptera,Sphingidae
Datura tatula,Solanaceae,Allograpta obliqua,Diptera,Syrphidae
Datura tatula,Solanaceae,Apis mellifera,Hymenoptera,Apidiae
Datura tatula,Solanaceae,Chloralictus versatus,Hymenoptera,Halictidae
Datura tatula,Solanaceae,Deilephila lineata,Lepidoptera,Sphingidae
Datura tatula,Solanaceae,Diabrotica 12-punctata,Coleoptera,Chrysomelidae
Datura tatula,Solanaceae,Mesogramma marginata,Diptera,Syrphidae
Datura tatula,Solanaceae,Protoparee celeus,Lepidoptera,Sphingidae
Datura tatula,Solanaceae,Rhingia nasica,Diptera,Syrphidae
Datura tatula,Solanaceae,Syrphus ribesii,Diptera,Syrphidae
Datura tatula,Solanaceae,Trochilus colubris,Aves,Trochilidae
Delphinium tricorne,Ranunculaceae,Agapostemon radiatus,Hymenoptera,Halictidae
Delphinium tricorne,Ranunculaceae,Anosia plexippus,Lepidoptera,Nymphalidae
Delphinium tricorne,Ranunculaceae,Anthemoessa abrupta,Hymenoptera,Anthophoridae
Delphinium tricorne,Ranunculaceae,Anthophora ursina,Hymenoptera,Anthophoridae
Delphinium tricorne,Ranunculaceae,Atrytone zabulon,Lepidoptera,Hesperiidae
Delphinium tricorne,Ranunculaceae,Bombias auricomus,Hymenoptera,Bombidae
Delphinium tricorne,Ranunculaceae,Bombias separatus,Hymenoptera,Bombidae
Delphinium tricorne,Ranunculaceae,Bombus americanorum,Hymenoptera,Bombidae
Delphinium tricorne,Ranunculaceae,Bombus consimilis,Hymenoptera,Bombidae
Delphinium tricorne,Ranunculaceae,Bombus impatiens,Hymenoptera,Bombidae
Delphinium tricorne,Ranunculaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Delphinium tricorne,Ranunculaceae,Deilephila lineata,Lepidoptera,Sphingidae
Delphinium tricorne,Ranunculaceae,Epargyreus tityrus,Lepidoptera,Hesperiidae
Delphinium tricorne,Ranunculaceae,Euphoeades troilus,Lepidoptera,Papilionidae
Delphinium tricorne,Ranunculaceae,Eurymus philodice,Lepidoptera,Papilionidae
Delphinium tricorne,Ranunculaceae,Halictus lerouxii,Hymenoptera,Halictidae
Delphinium tricorne,Ranunculaceae,Jasoniades glaucus,Lepidoptera,Papilionidae
Delphinium tricorne,Ranunculaceae,Papilio asterias,Lepidoptera,Papilionidae
Delphinium tricorne,Ranunculaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Delphinium tricorne,Ranunculaceae,Trochilus colubris,Aves,Trochilidae
Dentaria laciniata,Cruciferae,Agapostemon radiatus,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Andrena carlini,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Andrena pruni,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Andrena sayi,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Andrena tridens,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Apis mellifera,Hymenoptera,Apidiae
Dentaria laciniata,Cruciferae,Bombias separatus,Hymenoptera,Bombidae
Dentaria laciniata,Cruciferae,Bombus americanorum,Hymenoptera,Bombidae
Dentaria laciniata,Cruciferae,Bombus impatiens,Hymenoptera,Bombidae
Dentaria laciniata,Cruciferae,Bombus ridingsii,Hymenoptera,Bombidae
Dentaria laciniata,Cruciferae,Bombylius major,Diptera,Bombyliidae
Dentaria laciniata,Cruciferae,Centrosmia bucephala,Hymenoptera,Megachilidae
Dentaria laciniata,Cruciferae,Ceratina dupla,Hymenoptera,Ceratinidae
Dentaria laciniata,Cruciferae,Ceratosmia lignaria,Hymenoptera,Megachilidae
Dentaria laciniata,Cruciferae,Cercus abdominalis,Coleoptera,Nitidulidae
Dentaria laciniata,Cruciferae,Chloralictus pilosus,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Chloralictus sparsus,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Chloralictus versatus,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Empis humilis,Diptera,Empididae
Dentaria laciniata,Cruciferae,Everes comyntas,Lepidoptera,Lycaenidae
Dentaria laciniata,Cruciferae,Evylaeus foxii,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Gnathias cuneatus,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Gnathias ovatus,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Halictus lerouxii,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Iphiclides ajax,Lepidoptera,Papilionidae
Dentaria laciniata,Cruciferae,Nomada cressonii,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Nomada illinoensis,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Nomada sayi,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Odontalictus ligatus,Hymenoptera,Halictidae
Dentaria laciniata,Cruciferae,Opandrena cressonii,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Opandrena miserabilis,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Osmia pumila,Hymenoptera,Megachilidae
Dentaria laciniata,Cruciferae,Phor integer,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Sphaerophoria cylindrica,Diptera,Syrphidae
Dentaria laciniata,Cruciferae,Tetralonia belfragei,Hymenoptera,Euceridae
Dentaria laciniata,Cruciferae,Trachandrena rugosa,Hymenoptera,Andrenidae
Dentaria laciniata,Cruciferae,Xanthidium dentariae,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Xanthidium luteoloides,Hymenoptera,Nomadidae
Dentaria laciniata,Cruciferae,Xanthidium luteolum,Hymenoptera,Nomadidae
Desmodium bracteosum,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Desmodium bracteosum,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Desmodium bracteosum,Leguminosae,Melissodes bimaculata,Hymenoptera,Euceridae
Desmodium canadense,Leguminosae,Bombias separatus,Hymenoptera,Bombidae
Desmodium canadense,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Desmodium canadense,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Desmodium canadense,Leguminosae,Megachile mendica,Hymenoptera,Megachilidae
Desmodium canadense,Leguminosae,Megachile petulans,Hymenoptera,Megachilidae
Desmodium canadense,Leguminosae,Melissodes bimaculata,Hymenoptera,Euceridae
Desmodium canescens,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Desmodium dillenii,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Desmodium dillenii,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Desmodium dillenii,Leguminosae,Megachile mendica,Hymenoptera,Megachilidae
Desmodium dillenii,Leguminosae,Megachile petulans,Hymenoptera,Megachilidae
Desmodium dillenii,Leguminosae,Melissodes bimaculata,Hymenoptera,Euceridae
Desmodium grandiflorum,Leguminosae,Chloralictus versatus,Hymenoptera,Halictidae
Desmodium illinoense,Leguminosae,Alcidamea simplex,Hymenoptera,Megachilidae
Desmodium illinoense,Leguminosae,Bombias auricomus,Hymenoptera,Bombidae
Desmodium illinoense,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Desmodium illinoense,Leguminosae,Chloralictus versatus,Hymenoptera,Halictidae
Desmodium illinoense,Leguminosae,Coelioxys 8-dentata,Hymenoptera,Megachilidae
Desmodium illinoense,Leguminosae,Coelioxys explor,Hymenoptera,Megachilidae
Desmodium illinoense,Leguminosae,Everes comyntas,Lepidoptera,Lycaenidae
Desmodium illinoense,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Desmodium illinoense,Leguminosae,Megachile mendica,Hymenoptera,Megachilidae
Desmodium illinoense,Leguminosae,Sarogaster georgica,Hymenoptera,Megachilidae
Desmodium marilandicum,Leguminosae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Desmodium paniculatum,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Desmodium paniculatum,Leguminosae,Bombus impatiens,Hymenoptera,Bombidae
Desmodium paniculatum,Leguminosae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Desmodium paniculatum,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Desmodium paniculatum,Leguminosae,Megachile mendica,Hymenoptera,Megachilidae
Desmodium paniculatum,Leguminosae,Megachile petulans,Hymenoptera,Megachilidae
Desmodium paniculatum,Leguminosae,Melissodes bimaculata,Hymenoptera,Euceridae
Desmodium paniculatum,Leguminosae,Paranomia nortonii,Hymenoptera,Nomiidae
Desmodium sessilifolium,Leguminosae,Chloralictus versatus,Hymenoptera,Halictidae
Desmodium sessilifolium,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Agapostemon radiatus,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Agapostemon viridulus,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Alcidamea simplex,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Allograpta obliqua,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Anthemoessa abrupta,Hymenoptera,Anthophoridae
Dianthera americana,Acanthaceae,Anthrax parvicornis,Diptera,Bombyliidae
Dianthera americana,Acanthaceae,Apis mellifera,Hymenoptera,Apidiae
Dianthera americana,Acanthaceae,Bembix spinolae,Hymenoptera,Bembicidae
Dianthera americana,Acanthaceae,Bombias separatus,Hymenoptera,Bombidae
Dianthera americana,Acanthaceae,Bombus americanorum,Hymenoptera,Bombidae
Dianthera americana,Acanthaceae,Bombus impatiens,Hymenoptera,Bombidae
Dianthera americana,Acanthaceae,Bombylius atriceps,Diptera,Bombyliidae
Dianthera americana,Acanthaceae,Bombylius azaleae,Diptera,Bombyliidae
Dianthera americana,Acanthaceae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Dianthera americana,Acanthaceae,Campsomeris confluenta,Hymenoptera,Scoliidae
Dianthera americana,Acanthaceae,Centrias americanus,Hymenoptera,Nomadidae
Dianthera americana,Acanthaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Dianthera americana,Acanthaceae,Charidryas nycteis,Lepidoptera,Nymphalidae
Dianthera americana,Acanthaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Chloralictus versatus,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Coelioxys 8-dentata,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Coelioxys sayi,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Cyaniris pseudargiolus,Lepidoptera,Lycaenidae
Dianthera americana,Acanthaceae,Cyphopyga montivaga,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Epargyreus tityrus,Lepidoptera,Hesperiidae
Dianthera americana,Acanthaceae,Epeolus bifasciatus,Hymenoptera,Epeolidae
Dianthera americana,Acanthaceae,Eristalis tenax,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Euphyes metacomet,Lepidoptera,Hesperiidae
Dianthera americana,Acanthaceae,Florilegus condignus,Hymenoptera,Euceridae
Dianthera americana,Acanthaceae,Halictus lerouxii,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Helophilus laetus,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Hoplitis cylindricus,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Megachile addenda,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Megachile brevis,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Megachile generosa,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Melissodes bimaculata,Hymenoptera,Euceridae
Dianthera americana,Acanthaceae,Melissodes variabilis,Hymenoptera,Euceridae
Dianthera americana,Acanthaceae,Mesogramma marginata,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Odontalictus ligatus,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Osmia distincta,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Oxystoglossa similis,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Pholisora catullus,Lepidoptera,Hesperiidae
Dianthera americana,Acanthaceae,Physocephala tibialis,Diptera,Conopidae
Dianthera americana,Acanthaceae,Pieris rapae,Lepidoptera,Papilionidae
Dianthera americana,Acanthaceae,Sayapis pugnata,Hymenoptera,Megachilidae
Dianthera americana,Acanthaceae,Seladonia fasciata,Hymenoptera,Halictidae
Dianthera americana,Acanthaceae,Sphaerophoria cylindrica,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Sphex nigricans,Hymenoptera,Sphecidae
Dianthera americana,Acanthaceae,Syritta pipiens,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Dianthera americana,Acanthaceae,Tetralonia rosae,Hymenoptera,Euceridae
Dianthera americana,Acanthaceae,Thanaos martialis,Lepidoptera,Hesperiidae
Dianthera americana,Acanthaceae,Thorybes bathyllus,Lepidoptera,Hesperiidae
Dianthera americana,Acanthaceae,Triepeolus concolor,Hymenoptera,Epeolidae
Dianthera americana,Acanthaceae,Tropidia quadrata,Diptera,Syrphidae
Dianthera americana,Acanthaceae,Zodion fulvifrons,Diptera,Conopidae
Dicentra cucullaria,Fumariaceae,Andrena carlini,Hymenoptera,Andrenidae
Dicentra cucullaria,Fumariaceae,Anosia plexippus,Lepidoptera,Nymphalidae
Dicentra cucullaria,Fumariaceae,Anthophora ursina,Hymenoptera,Anthophoridae
Dicentra cucullaria,Fumariaceae,Apis mellifera,Hymenoptera,Apidiae
Dicentra cucullaria,Fumariaceae,Bombias auricomus,Hymenoptera,Bombidae
Dicentra cucullaria,Fumariaceae,Bombias separatus,Hymenoptera,Bombidae
Dicentra cucullaria,Fumariaceae,Bombus americanorum,Hymenoptera,Bombidae
Dicentra cucullaria,Fumariaceae,Bombus consimilis,Hymenoptera,Bombidae
Dicentra cucullaria,Fumariaceae,Bombus impatiens,Hymenoptera,Bombidae
Dicentra cucullaria,Fumariaceae,Bombus ridingsii,Hymenoptera,Bombidae
Dicentra cucullaria,Fumariaceae,Bombylius major,Diptera,Bombyliidae
Dicentra cucullaria,Fumariaceae,Centrosmia bucephala,Hymenoptera,Megachilidae
Dicentra cucullaria,Fumariaceae,Ceratosmia lignaria,Hymenoptera,Megachilidae
Dicentra cucullaria,Fumariaceae,Emphoropsis floridana,Hymenoptera,Anthophoridae
Dicentra cucullaria,Fumariaceae,Iphiclides ajax,Lepidoptera,Papilionidae
Dicentra cucullaria,Fumariaceae,Jasoniades glaucus,Lepidoptera,Papilionidae
Dicentra cucullaria,Fumariaceae,Osmia collinsiae,Hymenoptera,Megachilidae
Dicentra cucullaria,Fumariaceae,Pieris rapae,Lepidoptera,Papilionidae
Dicentra cucullaria,Fumariaceae,Tetralonia belfragei,Hymenoptera,Euceridae
Dicentra cucullaria,Fumariaceae,Thanaos martialis,Lepidoptera,Hesperiidae
Dicentra cucullaria,Fumariaceae,Vanessa atalanta,Lepidoptera,Nymphalidae
Dicentra cucullaria,Fumariaceae,Tetralonia dubitata,Hymenoptera,Euceridae
Diospyros virginiana,Ebenaceae,Agapostemon radiatus,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Agapostemon viridulus,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Allograpta obliqua,Diptera,Syrphidae
Diospyros virginiana,Ebenaceae,Anthemoessa abrupta,Hymenoptera,Anthophoridae
Diospyros virginiana,Ebenaceae,Apis mellifera,Hymenoptera,Apidiae
Diospyros virginiana,Ebenaceae,Augochlora fervida,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Augochlora viridula,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Bombias auricomus,Hymenoptera,Bombidae
Diospyros virginiana,Ebenaceae,Bombias separatus,Hymenoptera,Bombidae
Diospyros virginiana,Ebenaceae,Bombus americanorum,Hymenoptera,Bombidae
Diospyros virginiana,Ebenaceae,Bombus impatiens,Hymenoptera,Bombidae
Diospyros virginiana,Ebenaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Diospyros virginiana,Ebenaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Chloralictus versatus,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Curtisapis coriacea,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Curtisapis forbesii,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Curtisapis fuscipennis,Hymenoptera,Halictidae
Diospyros virginiana,Ebenaceae,Euphyes verna,Lepidoptera,Hesperiidae
Diospyros virginiana,Ebenaceae,Holonomada affabilis,Hymenoptera,Nomadidae
Diospyros virginiana,Ebenaceae,Limochores manataaqua,Lepidoptera,Hesperiidae
